Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,STATE,COUNTY,STNAME,CTYNAME,year,population,fips
,"Pierce County, WA",53053,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,53,53,Washington,Pierce County,2013,821012,53053
,"Skagit County, WA",53057,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,53,57,Washington,Skagit County,2013,118255,53057
,"Snohomish County, WA",53061,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,53,61,Washington,Snohomish County,2013,744112,53061
,"Spokane County, WA",53063,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,53,63,Washington,Spokane County,2013,478332,53063
,"Thurston County, WA",53067,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,53,67,Washington,Thurston County,2013,261852,53067
,"Whatcom County, WA",53073,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,53,73,Washington,Whatcom County,2013,206073,53073
,"Yakima County, WA",53077,2013,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,53,77,Washington,Yakima County,2013,246485,53077
,"Alachua County, FL",12001,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,12,1,Florida,Alachua County,2014,255456,12001
,"Bay County, FL",12005,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,12,5,Florida,Bay County,2014,178289,12005
,"Brevard County, FL",12009,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0,12,9,Florida,Brevard County,2014,555548,12009
,"Broward County, FL",12011,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0,12,11,Florida,Broward County,2014,1860933,12011
,"Charlotte County, FL",12015,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,12,15,Florida,Charlotte County,2014,168041,12015
,"Citrus County, FL",12017,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,12,17,Florida,Citrus County,2014,138828,12017
,"Clay County, FL",12019,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,12,19,Florida,Clay County,2014,198570,12019
,"Collier County, FL",12021,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,12,21,Florida,Collier County,2014,347211,12021
,"Columbia County, FL",12023,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,23,Florida,Columbia County,2014,67779,12023
,"Duval County, FL",12031,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0,12,31,Florida,Duval County,2014,896668,12031
,"Escambia County, FL",12033,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,12,33,Florida,Escambia County,2014,307960,12033
,"Hernando County, FL",12053,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,12,53,Florida,Hernando County,2014,175298,12053
,"Highlands County, FL",12055,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,12,55,Florida,Highlands County,2014,98584,12055
,"Hillsborough County, FL",12057,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,137.0,12,57,Florida,Hillsborough County,2014,1332298,12057
,"Indian River County, FL",12061,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,12,61,Florida,Indian River County,2014,144445,12061
,"Lake County, FL",12069,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,12,69,Florida,Lake County,2014,315340,12069
,"Lee County, FL",12071,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,12,71,Florida,Lee County,2014,677232,12071
,"Leon County, FL",12073,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,12,73,Florida,Leon County,2014,283770,12073
,"Manatee County, FL",12081,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,12,81,Florida,Manatee County,2014,350865,12081
,"Marion County, FL",12083,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,12,83,Florida,Marion County,2014,338005,12083
,"Martin County, FL",12085,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,12,85,Florida,Martin County,2014,153119,12085
,"Miami-Dade County, FL",12086,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,12,86,Florida,Miami-Dade County,2014,2634269,12086
,"Monroe County, FL",12087,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,12,87,Florida,Monroe County,2014,76261,12087
,"Okaloosa County, FL",12091,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,12,91,Florida,Okaloosa County,2014,194615,12091
,"Orange County, FL",12095,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,149.0,12,95,Florida,Orange County,2014,1256606,12095
,"Osceola County, FL",12097,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,12,97,Florida,Osceola County,2014,311046,12097
,"Palm Beach County, FL",12099,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,184.0,12,99,Florida,Palm Beach County,2014,1398656,12099
,"Pasco County, FL",12101,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,12,101,Florida,Pasco County,2014,483399,12101
,"Pinellas County, FL",12103,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0,12,103,Florida,Pinellas County,2014,936400,12103
,"Polk County, FL",12105,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,12,105,Florida,Polk County,2014,634398,12105
,"St. Johns County, FL",12109,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,12,109,Florida,St. Johns County,2014,217836,12109
,"St. Lucie County, FL",12111,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,12,111,Florida,St. Lucie County,2014,290045,12111
,"Santa Rosa County, FL",12113,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,12,113,Florida,Santa Rosa County,2014,162668,12113
,"Sarasota County, FL",12115,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,12,115,Florida,Sarasota County,2014,396363,12115
,"Seminole County, FL",12117,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,12,117,Florida,Seminole County,2014,441399,12117
,"Volusia County, FL",12127,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,12,127,Florida,Volusia County,2014,506715,12127
,"Barrow County, GA",13013,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,13,Georgia,Barrow County,2014,72849,13013
,"Bartow County, GA",13015,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,15,Georgia,Bartow County,2014,101233,13015
,"Bibb County, GA",13021,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,21,Georgia,Bibb County,2014,154329,13021
,"Carroll County, GA",13045,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,13,45,Georgia,Carroll County,2014,113933,13045
,"Catoosa County, GA",13047,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,47,Georgia,Catoosa County,2014,65467,13047
,"Chatham County, GA",13051,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,13,51,Georgia,Chatham County,2014,282201,13051
,"Cherokee County, GA",13057,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,13,57,Georgia,Cherokee County,2014,230167,13057
,"Clayton County, GA",13063,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,63,Georgia,Clayton County,2014,266629,13063
,"Cobb County, GA",13067,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,13,67,Georgia,Cobb County,2014,727543,13067
,"Columbia County, GA",13073,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,13,73,Georgia,Columbia County,2014,139104,13073
,"Coweta County, GA",13077,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,77,Georgia,Coweta County,2014,135140,13077
,"DeKalb County, GA",13089,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,13,89,Georgia,DeKalb County,2014,724892,13089
,"Douglas County, GA",13097,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,13,97,Georgia,Douglas County,2014,138007,13097
,"Fayette County, GA",13113,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,113,Georgia,Fayette County,2014,109199,13113
,"Forsyth County, GA",13117,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,13,117,Georgia,Forsyth County,2014,202598,13117
,"Fulton County, GA",13121,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,13,121,Georgia,Fulton County,2014,991847,13121
,"Gwinnett County, GA",13135,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,13,135,Georgia,Gwinnett County,2014,870986,13135
,"Hall County, GA",13139,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,13,139,Georgia,Hall County,2014,189142,13139
,"Henry County, GA",13151,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,13,151,Georgia,Henry County,2014,212957,13151
,"Madison County, GA",13195,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,195,Georgia,Madison County,2014,28362,13195
,"Murray County, GA",13213,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,213,Georgia,Murray County,2014,39215,13213
,"Muscogee County, GA",13215,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,13,215,Georgia,Muscogee County,2014,200563,13215
,"Paulding County, GA",13223,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,13,223,Georgia,Paulding County,2014,148532,13223
,"Richmond County, GA",13245,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,13,245,Georgia,Richmond County,2014,201287,13245
,"Rockdale County, GA",13247,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,247,Georgia,Rockdale County,2014,87164,13247
,"Troup County, GA",13285,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,285,Georgia,Troup County,2014,69278,13285
,"Walker County, GA",13295,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,295,Georgia,Walker County,2014,68659,13295
,"Walton County, GA",13297,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,13,297,Georgia,Walton County,2014,87526,13297
,"Ware County, GA",13299,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,13,299,Georgia,Ware County,2014,35513,13299
,"Whitfield County, GA",13313,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,313,Georgia,Whitfield County,2014,103083,13313
,"Ada County, ID",16001,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,16,1,Idaho,Ada County,2014,425471,16001
,"Bannock County, ID",16005,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,16,5,Idaho,Bannock County,2014,83536,16005
,"Bonneville County, ID",16019,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,16,19,Idaho,Bonneville County,2014,108236,16019
,"Canyon County, ID",16027,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,16,27,Idaho,Canyon County,2014,202440,16027
,"Kootenai County, ID",16055,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,16,55,Idaho,Kootenai County,2014,146529,16055
,"DeSoto County, MS",28033,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,28,33,Mississippi,DeSoto County,2014,170760,28033
,"Harrison County, MS",28047,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,28,47,Mississippi,Harrison County,2014,198340,28047
,"Jackson County, MS",28059,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,28,59,Mississippi,Jackson County,2014,141432,28059
,"Madison County, MS",28089,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,28,89,Mississippi,Madison County,2014,100841,28089
,"Rankin County, MS",28121,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,28,121,Mississippi,Rankin County,2014,148426,28121
,"Flathead County, MT",30029,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,30,29,Montana,Flathead County,2014,94567,30029
,"Alamance County, NC",37001,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,1,North Carolina,Alamance County,2014,155384,37001
,"Brunswick County, NC",37019,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,37,19,North Carolina,Brunswick County,2014,118305,37019
,"Buncombe County, NC",37021,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,37,21,North Carolina,Buncombe County,2014,249084,37021
,"Burke County, NC",37023,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,37,23,North Carolina,Burke County,2014,89296,37023
,"Cabarrus County, NC",37025,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,37,25,North Carolina,Cabarrus County,2014,191680,37025
,"Caldwell County, NC",37027,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,27,North Carolina,Caldwell County,2014,81667,37027
,"Carteret County, NC",37031,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,37,31,North Carolina,Carteret County,2014,68629,37031
,"Catawba County, NC",37035,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,37,35,North Carolina,Catawba County,2014,155085,37035
,"Cleveland County, NC",37045,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,45,North Carolina,Cleveland County,2014,97009,37045
,"Columbus County, NC",37047,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,47,North Carolina,Columbus County,2014,56883,37047
,"Craven County, NC",37049,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,49,North Carolina,Craven County,2014,104055,37049
,"Cumberland County, NC",37051,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,37,51,North Carolina,Cumberland County,2014,332364,37051
,"Davidson County, NC",37057,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,37,57,North Carolina,Davidson County,2014,163383,37057
,"Durham County, NC",37063,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,37,63,North Carolina,Durham County,2014,295137,37063
,"Forsyth County, NC",37067,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,37,67,North Carolina,Forsyth County,2014,364439,37067
,"Gaston County, NC",37071,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,37,71,North Carolina,Gaston County,2014,210545,37071
,"Guilford County, NC",37081,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,37,81,North Carolina,Guilford County,2014,512233,37081
,"Harnett County, NC",37085,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,37,85,North Carolina,Harnett County,2014,126685,37085
,"Henderson County, NC",37089,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,89,North Carolina,Henderson County,2014,110258,37089
,"Iredell County, NC",37097,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,37,97,North Carolina,Iredell County,2014,166498,37097
,"Johnston County, NC",37101,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,101,North Carolina,Johnston County,2014,180710,37101
,"Mecklenburg County, NC",37119,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0,37,119,North Carolina,Mecklenburg County,2014,1010229,37119
,"Moore County, NC",37125,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,125,North Carolina,Moore County,2014,92816,37125
,"New Hanover County, NC",37129,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,37,129,North Carolina,New Hanover County,2014,215963,37129
,"Onslow County, NC",37133,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,133,North Carolina,Onslow County,2014,191822,37133
,"Pitt County, NC",37147,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,37,147,North Carolina,Pitt County,2014,174974,37147
,"Randolph County, NC",37151,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,151,North Carolina,Randolph County,2014,142474,37151
,"Robeson County, NC",37155,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,37,155,North Carolina,Robeson County,2014,134931,37155
,"Rowan County, NC",37159,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,37,159,North Carolina,Rowan County,2014,138080,37159
,"Sampson County, NC",37163,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,37,163,North Carolina,Sampson County,2014,63796,37163
,"Surry County, NC",37171,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,171,North Carolina,Surry County,2014,72487,37171
,"Union County, NC",37179,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,37,179,North Carolina,Union County,2014,217689,37179
,"Wake County, NC",37183,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,37,183,North Carolina,Wake County,2014,997788,37183
,"Wilkes County, NC",37193,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,37,193,North Carolina,Wilkes County,2014,68414,37193
,"Yadkin County, NC",37197,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,37,197,North Carolina,Yadkin County,2014,37846,37197
,"Clackamas County, OR",41005,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,41,5,Oregon,Clackamas County,2014,393378,41005
,"Deschutes County, OR",41017,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,41,17,Oregon,Deschutes County,2014,169512,41017
,"Jackson County, OR",41029,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,41,29,Oregon,Jackson County,2014,209189,41029
,"Josephine County, OR",41033,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,41,33,Oregon,Josephine County,2014,83377,41033
,"Lane County, OR",41039,2014,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,41,39,Oregon,Lane County,2014,358027,41039
